age,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,income
59,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
26,HS-grad,9,Never-married,Other-service,White,Female,40,United-States,<=50K
31,Assoc-voc,11,Divorced,Craft-repair,White,Male,40,United-States,<=50K
45,HS-grad,9,Widowed,?,White,Female,40,Mexico,<=50K
23,HS-grad,9,Never-married,Handlers-cleaners,White,Male,30,United-States,<=50K
36,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
34,Some-college,10,Married-civ-spouse,Other-service,White,Female,12,United-States,>50K
32,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,84,United-States,>50K
37,Bachelors,13,Married-civ-spouse,Prof-specialty,Black,Male,50,United-States,>50K
33,Bachelors,13,Never-married,Sales,White,Male,45,United-States,<=50K
50,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,80,United-States,>50K
32,Assoc-acdm,12,Never-married,Protective-serv,Black,Male,40,United-States,<=50K
35,Bachelors,13,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
37,11th,7,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
44,Some-college,10,Divorced,Craft-repair,White,Male,60,United-States,<=50K
57,Some-college,10,Divorced,Handlers-cleaners,White,Male,25,United-States,<=50K
29,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,40,United-States,<=50K
55,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,50,United-States,>50K
43,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,25,United-States,>50K
43,Some-college,10,Married-civ-spouse,Sales,White,Male,70,United-States,<=50K
45,Some-college,10,Married-civ-spouse,Sales,White,Male,60,United-States,>50K
33,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,8,United-States,<=50K
26,10th,6,Divorced,Other-service,White,Female,40,Germany,<=50K
23,Some-college,10,Married-civ-spouse,Sales,White,Male,68,United-States,<=50K
41,7th-8th,4,Separated,Craft-repair,White,Male,40,Mexico,<=50K
24,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
47,Bachelors,13,Married-civ-spouse,Sales,White,Male,44,United-States,<=50K
34,HS-grad,9,Never-married,Craft-repair,White,Male,45,United-States,<=50K
40,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
28,Bachelors,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Female,40,United-States,<=50K
24,HS-grad,9,Never-married,Exec-managerial,Asian-Pac-Islander,Female,40,South,<=50K
73,Some-college,10,Married-civ-spouse,?,White,Male,10,United-States,<=50K
23,HS-grad,9,Never-married,Craft-repair,White,Male,15,United-States,<=50K
43,HS-grad,9,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
26,Bachelors,13,Divorced,Tech-support,White,Female,40,United-States,<=50K
58,Doctorate,16,Married-AF-spouse,Exec-managerial,White,Female,35,United-States,>50K
52,HS-grad,9,Widowed,Adm-clerical,Black,Female,35,United-States,<=50K
29,11th,7,Married-civ-spouse,Transport-moving,White,Male,99,United-States,>50K
47,11th,7,Married-civ-spouse,Other-service,White,Male,35,Columbia,<=50K
49,HS-grad,9,Divorced,Adm-clerical,Black,Female,37,United-States,<=50K
40,11th,7,Widowed,Adm-clerical,White,Female,40,United-States,<=50K
62,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
49,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,>50K
50,Bachelors,13,Divorced,Prof-specialty,White,Female,50,United-States,>50K
31,HS-grad,9,Never-married,Transport-moving,Black,Male,40,United-States,<=50K
48,Masters,14,Never-married,Prof-specialty,White,Female,50,United-States,<=50K
24,HS-grad,9,Never-married,Craft-repair,White,Female,40,United-States,<=50K
41,HS-grad,9,Never-married,?,White,Female,40,United-States,<=50K
37,HS-grad,9,Separated,Machine-op-inspct,Asian-Pac-Islander,Male,60,United-States,<=50K
45,Bachelors,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,45,Japan,>50K
63,HS-grad,9,Married-civ-spouse,?,White,Male,16,United-States,<=50K
36,Masters,14,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,45,India,<=50K
45,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
41,Bachelors,13,Never-married,Sales,White,Female,40,United-States,<=50K
26,Assoc-acdm,12,Never-married,Tech-support,White,Female,20,United-States,<=50K
17,11th,7,Never-married,Sales,White,Female,25,United-States,<=50K
27,HS-grad,9,Married-civ-spouse,Other-service,White,Male,36,?,<=50K
43,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,65,United-States,<=50K
35,HS-grad,9,Never-married,Transport-moving,White,Male,55,United-States,<=50K
38,Bachelors,13,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
26,HS-grad,9,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
28,Some-college,10,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
38,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Female,24,United-States,>50K
36,11th,7,Divorced,Transport-moving,White,Female,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
19,HS-grad,9,Never-married,Handlers-cleaners,White,Male,70,United-States,<=50K
22,Assoc-acdm,12,Never-married,?,White,Male,25,United-States,<=50K
42,10th,6,Married-civ-spouse,Adm-clerical,White,Male,40,Mexico,<=50K
50,10th,6,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
30,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,30,United-States,<=50K
37,Some-college,10,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,Cambodia,<=50K
54,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
52,Bachelors,13,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
65,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Other,Male,40,?,<=50K
33,HS-grad,9,Divorced,Craft-repair,White,Female,40,United-States,<=50K
25,Some-college,10,Never-married,Tech-support,White,Male,40,United-States,<=50K
24,Bachelors,13,Never-married,Sales,White,Male,45,United-States,<=50K
26,Assoc-voc,11,Separated,Adm-clerical,Black,Female,40,United-States,<=50K
39,HS-grad,9,Separated,Adm-clerical,White,Male,40,United-States,>50K
59,HS-grad,9,Divorced,Other-service,White,Female,40,United-States,<=50K
29,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
47,11th,7,Never-married,Other-service,White,Female,45,United-States,<=50K
23,Some-college,10,Never-married,?,White,Female,35,United-States,<=50K
64,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K
21,HS-grad,9,Never-married,Other-service,Other,Male,20,United-States,<=50K
32,Some-college,10,Married-civ-spouse,Adm-clerical,Black,Female,40,United-States,>50K
26,HS-grad,9,Never-married,Exec-managerial,Black,Female,37,United-States,<=50K
19,Some-college,10,Never-married,?,Black,Female,20,United-States,<=50K
62,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
32,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,55,United-States,>50K
75,10th,6,Married-spouse-absent,?,White,Female,5,United-States,<=50K
45,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,<=50K
31,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
32,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
24,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
25,Bachelors,13,Never-married,Sales,White,Female,40,United-States,<=50K
41,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,<=50K
18,Some-college,10,Never-married,Sales,White,Female,20,United-States,<=50K
44,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,>50K
40,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K
27,Bachelors,13,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
23,Bachelors,13,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
21,Some-college,10,Never-married,Adm-clerical,Other,Male,40,United-States,<=50K
37,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
65,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,48,United-States,<=50K
43,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
45,HS-grad,9,Never-married,Adm-clerical,White,Male,44,United-States,<=50K
24,Bachelors,13,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
24,Some-college,10,Never-married,Machine-op-inspct,White,Male,42,United-States,<=50K
19,Some-college,10,Never-married,Protective-serv,White,Male,35,United-States,<=50K
37,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,65,United-States,>50K
24,HS-grad,9,Never-married,Adm-clerical,White,Female,35,United-States,<=50K
34,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,Germany,<=50K
50,HS-grad,9,Married-civ-spouse,Other-service,White,Female,39,United-States,<=50K
36,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,Puerto-Rico,<=50K
39,Bachelors,13,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
44,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,38,United-States,<=50K
45,HS-grad,9,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
32,11th,7,Never-married,Protective-serv,White,Male,40,United-States,<=50K
47,Masters,14,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
50,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
32,Assoc-voc,11,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
19,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
19,Some-college,10,Never-married,?,White,Female,20,United-States,<=50K
28,Masters,14,Divorced,Prof-specialty,White,Male,10,?,<=50K
28,HS-grad,9,Divorced,Sales,White,Male,50,United-States,<=50K
39,Masters,14,Never-married,Prof-specialty,White,Male,40,Poland,>50K
21,Some-college,10,Never-married,Other-service,White,Male,40,United-States,<=50K
73,Some-college,10,Widowed,Farming-fishing,White,Female,75,United-States,<=50K
39,7th-8th,4,Married-civ-spouse,Other-service,White,Male,40,Mexico,<=50K
25,Some-college,10,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
31,Some-college,10,Married-AF-spouse,Sales,White,Female,20,United-States,<=50K
51,Some-college,10,Divorced,Sales,White,Female,32,United-States,<=50K
39,Bachelors,13,Married-civ-spouse,Adm-clerical,White,Female,28,United-States,<=50K
31,Bachelors,13,Divorced,Handlers-cleaners,White,Male,40,United-States,<=50K
21,Some-college,10,Never-married,Sales,Black,Male,17,United-States,<=50K
46,Bachelors,13,Divorced,Exec-managerial,White,Male,50,United-States,>50K
73,HS-grad,9,Divorced,Exec-managerial,White,Female,35,United-States,<=50K
41,HS-grad,9,Divorced,Craft-repair,White,Male,40,United-States,<=50K
20,HS-grad,9,Never-married,Transport-moving,White,Male,40,United-States,<=50K
27,Assoc-acdm,12,Never-married,Other-service,White,Male,30,United-States,<=50K
24,Bachelors,13,Never-married,Prof-specialty,White,Male,35,United-States,<=50K
20,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
39,Assoc-voc,11,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
27,Bachelors,13,Never-married,Handlers-cleaners,White,Male,28,United-States,<=50K
33,11th,7,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,Male,40,United-States,<=50K
36,9th,5,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,<=50K
55,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,36,United-States,<=50K
19,Some-college,10,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
35,HS-grad,9,Never-married,Exec-managerial,White,Male,60,United-States,<=50K
34,5th-6th,3,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,40,Laos,<=50K
62,Prof-school,15,Divorced,Prof-specialty,White,Female,35,United-States,<=50K
33,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
39,9th,5,Married-civ-spouse,Craft-repair,White,Male,55,Mexico,<=50K
36,Some-college,10,Married-civ-spouse,Tech-support,White,Male,40,United-States,<=50K
41,Bachelors,13,Divorced,Adm-clerical,White,Female,33,United-States,<=50K
39,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,60,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,?,White,Female,10,United-States,>50K
18,HS-grad,9,Never-married,Adm-clerical,White,Female,10,United-States,<=50K
61,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
20,Assoc-voc,11,Never-married,Adm-clerical,White,Female,36,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,65,United-States,>50K
27,HS-grad,9,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
66,10th,6,Widowed,Other-service,White,Female,38,United-States,<=50K
21,HS-grad,9,Never-married,Transport-moving,Black,Male,40,United-States,<=50K
20,Some-college,10,Never-married,Other-service,White,Female,18,United-States,<=50K
34,Some-college,10,Divorced,Adm-clerical,White,Male,40,United-States,<=50K
63,5th-6th,3,Never-married,Priv-house-serv,White,Female,50,?,<=50K
20,HS-grad,9,Never-married,?,White,Male,40,United-States,<=50K
31,HS-grad,9,Separated,Tech-support,White,Female,40,United-States,<=50K
41,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,<=50K
64,1st-4th,2,Married-civ-spouse,Farming-fishing,Other,Male,45,Columbia,<=50K
32,Bachelors,13,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
30,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,50,United-States,>50K
36,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,72,United-States,<=50K
22,Some-college,10,Never-married,Farming-fishing,White,Male,12,United-States,<=50K
53,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,<=50K
50,HS-grad,9,Widowed,Adm-clerical,Amer-Indian-Eskimo,Female,40,United-States,<=50K
36,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
41,11th,7,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
55,Bachelors,13,Never-married,Exec-managerial,White,Female,35,United-States,<=50K
38,Bachelors,13,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
28,Bachelors,13,Never-married,Exec-managerial,Black,Male,50,United-States,<=50K
24,Bachelors,13,Never-married,Prof-specialty,White,Female,37,United-States,<=50K
60,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
54,10th,6,Married-civ-spouse,Other-service,Black,Male,40,United-States,<=50K
27,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,60,United-States,<=50K
30,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,30,United-States,<=50K
54,HS-grad,9,Widowed,Transport-moving,White,Male,45,United-States,<=50K
44,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
52,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,60,United-States,>50K
18,11th,7,Never-married,Other-service,White,Male,20,United-States,<=50K
55,7th-8th,4,Married-civ-spouse,Transport-moving,White,Male,50,United-States,<=50K
35,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
37,Bachelors,13,Divorced,Exec-managerial,White,Female,40,United-States,>50K
22,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
45,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,45,England,>50K
38,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,60,United-States,<=50K
48,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
35,Assoc-voc,11,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
21,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,50,United-States,<=50K
37,HS-grad,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,60,Philippines,>50K
18,11th,7,Never-married,Sales,White,Male,25,United-States,<=50K
26,10th,6,Divorced,Machine-op-inspct,White,Male,35,United-States,<=50K
48,Bachelors,13,Married-civ-spouse,Craft-repair,White,Male,50,United-States,<=50K
51,Some-college,10,Separated,Adm-clerical,Black,Male,40,United-States,>50K
52,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
32,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,>50K
39,Bachelors,13,Married-civ-spouse,Other-service,White,Male,60,United-States,<=50K
51,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
54,Bachelors,13,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
21,Some-college,10,Never-married,Prof-specialty,White,Female,25,United-States,<=50K
43,HS-grad,9,Separated,Adm-clerical,Black,Female,40,United-States,<=50K
32,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
31,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
73,HS-grad,9,Married-civ-spouse,?,White,Male,8,United-States,<=50K
26,Some-college,10,Never-married,Adm-clerical,Asian-Pac-Islander,Male,60,India,<=50K
35,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
73,5th-6th,3,Married-civ-spouse,Exec-managerial,White,Male,54,United-States,>50K
